Response.ID,RL1_Country,RL1_FP.region,RL1_FR.region,RL1_State.abbr,RL1_State,RL2_FIPS,RL2_County,FC1_Owned.ac,FC1_Leased.ac,FC3_Owned.crops.ac,FC3_Owned.natural.ac,FC3_Owned.fallow.ac,FC3_Owned.pasture.ac,FC3_Owned.built.ac,FC4_Leased.crops.ac,FC4_Leased.natural.ac,FC4_Leased.fallow.ac,FC4_Leased.pasture.ac,FC4_Leased.built.ac,FC6_Conv.ac,FC6_Cert.org.ac,FC6_Trans.org.ac,FC6_Noncert.org.ac,FC6_Mngt.3t,FC7_Cropped.percent,FC7_Grazed.percent,FC1_Total.ac,FC8_Csys_3type,CM1_Cur.pre.nev,IC1_Cur.pre.nev,IP1_Cur.pre.nev,RT1_Cur.pre.nev,CR1_Cur.pre.nev_REV,CC1_Cur.pre.nev,BP1_Cur.pre.nev,RB1_Cur.pre.nev,CM1_binary,IC1_binary,IP1_binary,RT1_binary,CR1_binary,CC1_binary,BP1_binary,RB1_binary
R_2vigYC4HSuQbVEs,USA,Northeast,Northern.Crescent,PA,Pennsylvania,42037,Columbia,26,0,10,11,0,4,1,NA,NA,NA,NA,NA,0,0,0,15,Organic,60,40,26,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_2VOnTOhfkPxmh4k,USA,Pacific,Basin.and.Range,CA,California,6017,El.Dorado,21.33,0,8,7,2.33,4,0,NA,NA,NA,NA,NA,0,21.33,0,0,Organic,75,25,21.33,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_2WBAy7G5NFPsi7U,USA,Corn.Belt,Heartland,IL,Illinois,17203,Woodford,15,18,9,0,9,0,0,6,0,10,0,0,0,34,0,0,Organic,100,0,33,Mixed,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1
R_2WHftkYoG9kzZXH,USA,Northeast,Northern.Crescent,NH,New.Hampshire,33001,Belknap,100,0,7,92,0,0,1,NA,NA,NA,NA,NA,0,7,0,0,Organic,100,0,100,Specialty,1,1,1,3,1,1,3,1,1,1,1,0,1,1,0,1
R_2wHpMOmGMol2qIJ,USA,Northeast,Northern.Crescent,ME,Maine,23025,Somerset,0,7.5,NA,NA,NA,NA,NA,1,1,5,NA,0.5,0,1,0,0,Organic,100,0,7.5,Specialty,1,1,1,1,1,1,3,4,1,1,1,1,1,1,0,0
R_2WM5zCVglbXJaZW,USA,Southern.Plains,Prairie.Gateway,TX,Texas,48303,Lubbock,17,0,3,0,1,12,1,NA,NA,NA,NA,NA,15,0,0,2,Split,25,75,17,Specialty,1,2,1,1,1,1,3,4,1,0,1,1,1,1,0,0
R_2WPDdzvpbu96DBY,USA,Northeast,Northern.Crescent,PA,Pennsylvania,42115,Susquehanna,233,0,75,116,0,39,3,NA,NA,NA,NA,NA,0,233,0,0,Organic,25,75,233,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_2WUnvbBiQYJH5Yi,USA,Pacific,Fruitful.Rim,CA,California,6083,Santa.Barbara,20,0,5,14.5,0,0,0.5,NA,NA,NA,NA,NA,0,5,0,0,Organic,100,0,20,Specialty,1,1,3,3,4,1,1,4,1,1,0,0,0,1,1,0
R_2xERs2LYxdmVZVI,USA,Northeast,Northern.Crescent,NY,New.York,36051,Livingston,2000,1200,1800,160,10,20,10,1200,0,0,0,0,1920,0,0,80,Split,95,5,3200,Mixed,3,1,3,1,1,1,1,1,0,1,0,1,1,1,1,1
R_2XhVcFBDm2p7hBi,USA,Corn.Belt,Heartland,OH,Ohio,39049,Franklin,2.5,0.5,1,1.25,0,0,0.25,0.5,0,0,0,0,0,3,0,0,Organic,100,0,3,Specialty,1,1,1,1,1,1,3,4,1,1,1,1,1,1,0,0
R_2xMgEZPAidpHvTv,USA,Southeast,Fruitful.Rim,FL,Florida,12101,Pasco,2,0,1,0.85,0,0,0.15,NA,NA,NA,NA,NA,2,0,0,0,Conventional,100,0,2,Specialty,3,3,3,3,4,3,3,4,0,0,0,0,0,0,0,0
R_2xPZVGSWbU09MBK,USA,Pacific,Basin.and.Range,CA,California,6017,El.Dorado,21.33,0,10,4,3,3,1.33,NA,NA,NA,NA,NA,0,21.08,0.25,0,Organic,75,25,21.33,Mixed,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA
R_2xWDsLhcXWl9CSn,USA,Lake.States,Northern.Crescent,WI,Wisconsin,55141,Wood,7,0,5,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,5,Organic,100,NA,7,Mixed,2,2,1,1,1,1,1,1,0,0,1,1,1,1,1,1
R_2xXcLmEAk7NSUpv,USA,Northeast,Northern.Crescent,PA,Pennsylvania,42115,Susquehanna,50,0,16,27,0,6,1,NA,NA,NA,NA,NA,0.5,15.5,0,0,Split,100,0,50,Specialty,1,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1
R_2xxUugq9EmK3Ymk,USA,Northeast,Northern.Crescent,NY,New.York,36007,Broome,110,90,25,50,0,30,5,90,0,0,0,0,0,0,0,190,Organic,10,90,200,Mixed,1,2,1,1,4,1,1,1,1,0,1,1,0,1,1,1
R_2y4s8oKqhsBs6f7,USA,Pacific,Fruitful.Rim,CA,California,6001,Alameda,12,0,12,0,0,0,2,NA,NA,NA,NA,NA,0,12,0,0,Organic,100,0,12,Specialty,1,3,3,1,4,3,3,4,1,0,0,1,0,0,0,0
R_2Y64Uno0QTtOjfm,USA,Northeast,Northern.Crescent,NY,New.York,36053,Madison,550,300,380,165,0,0,5,300,0,0,0,0,0,600,80,0,Organic,100,0,850,Mixed,1,1,3,1,1,1,2,1,1,1,0,1,1,1,0,1
R_2Yc9OOsU6SbFIX8,USA,Lake.States,Northern.Crescent,MI,Michigan,26097,Mackinac,78,0,2,74,0,0,2,NA,NA,NA,NA,NA,2,0,0,0,Conventional,100,0,78,Specialty,1,1,1,2,1,2,3,3,1,1,1,0,1,0,0,0
R_2yefyPaB7qj686D,USA,Pacific,Fruitful.Rim,WA,Washington,53073,Whatcom,10,0,7,0,2.5,0,0.5,NA,NA,NA,NA,NA,7,0,0,0,Conventional,100,0,10,Specialty,3,3,3,3,4,3,2,4,0,0,0,0,0,0,0,0
R_2yfJO6FGKs50Ryl,USA,Northeast,Northern.Crescent,NY,New.York,36123,Yates,450,1150,430,5,0,10,5,1150,0,0,0,0,0,1600,0,0,Organic,99.4,0.6,1600,Mixed,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1
R_2YkNg85FKN3PhY3,USA,Pacific,Fruitful.Rim,CA,California,6085,Santa.Clara,0.25,0,0.25,0,0,0,0,NA,NA,NA,NA,NA,0,0.25,0,0,Organic,100,0,0.25,Specialty,1,1,1,1,1,2,3,4,1,1,1,1,1,0,0,0
R_2YLAo2lS9JWrbFk,USA,Northeast,Northern.Crescent,PA,Pennsylvania,42067,Juniata,50,0,10,0,0,35,5,NA,NA,NA,NA,NA,0,45,0,0,Organic,10,90,50,Mixed,3,3,1,3,1,1,3,1,0,0,1,0,1,1,0,1
R_2YrZKOwFb2vjfD3,USA,Pacific,Fruitful.Rim,CA,California,6041,Marin,40,20,40,0,0,0,0,20,0,0,0,0,0,60,0,0,Organic,100,0,60,Specialty,1,1,1,3,1,1,3,1,1,1,1,0,1,1,0,1
R_2YsHpZzmoj8vH7N,USA,Northeast,Northern.Crescent,CT,Connecticut,9001,Fairfield,18,0,5,3,0,7,3,NA,NA,NA,NA,NA,5,0,0,0,Conventional,100,0,18,Specialty,1,1,1,3,1,2,3,4,1,1,1,0,1,0,0,0
R_2YVRyEjkW3hJ8YC,USA,Northeast,Northern.Crescent,NY,New.York,36111,Ulster,30,0,27,2,0,0,1,NA,NA,NA,NA,NA,0,28,0,0,Organic,100,0,30,Mixed,1,1,1,3,3,3,3,1,1,1,1,0,0,0,0,1
R_2YyRkTCJfS1Ta09,USA,Corn.Belt,Heartland,OH,Ohio,39173,Wood,740,0,650,90,NA,NA,NA,NA,NA,NA,NA,NA,0,650,0,0,Organic,100,NA,740,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_2z5CBKcY2lEx2Gy,USA,Pacific,Fruitful.Rim,WA,Washington,53025,Grant,157,0,126,25,NA,1,5,NA,NA,NA,NA,NA,0,126,0,31,Organic,99,1,157,Mixed,1,1,3,1,1,1,1,4,1,1,0,1,1,1,1,0
R_2z7UB6dr3oDk6I0,USA,Northeast,Northern.Crescent,NY,New.York,36029,Erie,5,3,0,0,5,0,0,1,0,0,2,0,0,1,0,0,Organic,33,67,8,Specialty,1,3,3,1,1,3,1,4,1,0,0,1,1,0,1,0
R_2zeEUfnDG4tAaDu,USA,Appalachian,Southern.Seaboard,NC,North.Carolina,37127,Nash,530,2450,530,0,0,0,0,2450,0,0,0,0,2920,60,0,0,Split,100,0,2980,Mixed,1,1,3,1,1,1,3,1,1,1,0,1,1,1,0,1
R_2ZHtPuNul5taryZ,USA,Northeast,Northern.Crescent,NY,New.York,36121,Wyoming,250,14,150,110,1,0,3,0,0,0,0,0,0,150,0,100,Organic,100,0,264,Mixed,3,3,3,1,4,1,1,1,0,0,0,1,0,1,1,1
R_2zkGmd9NF57eRZm,USA,Northeast,Northern.Crescent,ME,Maine,23031,York,12,1,3,8,0,0,1,1,0,0,0,0,0,0,0,4,Organic,100,0,13,Specialty,1,1,1,3,1,1,3,1,1,1,1,0,1,1,0,1
R_2ZKWuDVMjm2m4Ov,USA,Northeast,Northern.Crescent,NY,New.York,36069,Ontario,540,900,540,0,0,0,0,9000,0,0,0,0,700,700,70,0,Split,100,0,1440,Mixed,1,1,3,1,1,1,2,1,1,1,0,1,1,1,0,1
R_2ZVw9nRCuaWY6QQ,USA,Lake.States,Northern.Crescent,MI,Michigan,26117,Montcalm,29,0,10,10,7,0,2,NA,NA,NA,NA,NA,0,27,0,0,Organic,100,0,29,Specialty,3,1,3,1,4,1,3,4,0,1,0,1,0,1,0,0
R_2ZWHKaCFHk7RbnT,USA,NA,NA,HI,Hawaii,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,Organic,100,NA,1,Specialty,1,1,1,1,4,1,3,1,1,1,1,1,0,1,0,1
R_2ZWuUy1aUIefJk9,USA,Pacific,Fruitful.Rim,OR,Oregon,41059,Umatilla,55,0,38.5,15,0,0,1.5,NA,NA,NA,NA,NA,0,38.5,0,0,Organic,100,0,55,Mixed,1,3,3,3,1,2,1,1,1,0,0,0,1,0,1,1
R_2zx4O9rn79RBt9Q,USA,Pacific,Fruitful.Rim,CA,California,6113,Yolo,200,150,150,7,0,35,8,100,0,0,50,0,0,350,0,0,Organic,80,20,350,Mixed,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1
R_2ZZEH1eCwtu19R9,USA,Lake.States,Northern.Crescent,MI,Michigan,26161,Washtenaw,64,40,7,40,12,40,5,NA,10,NA,20,NA,0,104,0,0,Organic,10,90,104,Mixed,1,1,1,2,2,1,3,4,1,1,1,0,0,1,0,0
R_301Tj5CsZZm93qH,USA,Northeast,Northern.Crescent,NY,New.York,36109,Tompkins,20,10,16,1,0,0,0,2,0,0,0,0,0,15,0,0,Organic,100,0,30,Mixed,1,3,3,3,1,1,1,3,1,0,0,0,1,1,1,0
R_30pdx8b3uI3wDAe,USA,Northeast,Northern.Crescent,NY,New.York,36063,Niagara,200,200,200,0,0,0,0,200,0,0,0,0,396,4,0,0,Split,100,0,400,Specialty,1,3,3,3,4,3,2,1,1,0,0,0,0,0,0,1
R_30r5sDonzmKQy6A,USA,Pacific,Fruitful.Rim,CA,California,6097,Sonoma,30,0,2,22,4,0,2,NA,NA,NA,NA,NA,0,6,0,0,Organic,100,0,30,Specialty,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
R_30veFuX2esEoZgi,USA,Pacific,Fruitful.Rim,CA,California,6019,Fresno,80,0,80,0,0,0,0,NA,NA,NA,NA,NA,0,80,0,0,Organic,100,0,80,Specialty,1,2,3,1,2,2,3,3,1,0,0,1,0,0,0,0
R_31aP7IOj7Z9PKm2,USA,Northeast,Northern.Crescent,NY,New.York,36039,Greene,400,100,50,0,0,80,0,40,0,0,40,0,0,250,0,0,Organic,50,50,500,Mixed,3,1,3,3,1,1,3,3,0,1,0,0,1,1,0,0
R_31Gjj7EYui50pdS,USA,Pacific,Fruitful.Rim,OR,Oregon,41053,Polk,10,10,5,3,0,0,2,10,0,0,0,0,10,0.5,0,6,Split,100,0,20,Mixed,1,3,1,1,4,3,3,4,1,0,1,1,0,0,0,0
R_31Kn4k2uLjC2G78,USA,Pacific,Basin.and.Range,CA,California,6045,Mendocino,9,0,1,5,1,0,2,NA,NA,NA,NA,NA,0,0,0,1,Organic,100,0,9,Specialty,1,1,1,1,1,2,3,1,1,1,1,1,1,0,0,1
R_31Mzx7q243T8E6K,USA,Lake.States,Northern.Crescent,MI,Michigan,26109,Menominee,3.78,0,2,0,1,0,0.78,NA,NA,NA,NA,NA,0,3,0,0,Organic,100,0,3.78,Specialty,1,1,1,1,1,2,1,4,1,1,1,1,1,0,1,0
R_31NKbslPc37cagQ,USA,Lake.States,Northern.Crescent,MI,Michigan,26151,Sanilac,40,0,0,20,20,0,0,NA,NA,NA,NA,NA,0,0.25,10,0,Organic,100,0,40,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_31t5MEvhY8d3Wvh,USA,Northeast,Northern.Crescent,NY,New.York,36045,Jefferson,102,0,2,60,0,40,0,NA,NA,NA,NA,NA,0,102,0,0,Organic,5,95,102,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_31WA4iwEhZrO8rb,USA,Northeast,Northern.Crescent,NY,New.York,36097,Schuyler,130,0,40,58,30,0,2,NA,NA,NA,NA,NA,0,40,0,0,Organic,100,0,130,Mixed,1,3,3,3,3,3,1,1,1,0,0,0,0,0,1,1
R_31z5PLPQnKHiJv6,USA,Pacific,Fruitful.Rim,OR,Oregon,41029,Jackson,60,0,5,45,0,6,0,NA,NA,NA,NA,NA,0,5,0,0,Organic,100,0,60,Mixed,2,3,3,1,4,1,1,4,0,0,0,1,0,1,1,0
R_32L6bmnHE0mNkhX,USA,Northeast,Northern.Crescent,NY,New.York,36019,Clinton,85,50,33,40,0,10,2,50,0,0,0,0,135,0,0,0,Conventional,50,50,135,Mixed,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1
R_32WUsxbeLx5SIEe,USA,Pacific,Fruitful.Rim,WA,Washington,53073,Whatcom,4,0,4,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,4,Organic,100,0,4,Specialty,1,3,3,1,4,1,3,4,1,0,0,1,0,1,0,0
R_32XiwoUUPa25W8R,USA,Pacific,Basin.and.Range,CA,California,6023,Humboldt,0,7,NA,NA,NA,NA,NA,4.25,2.5,0,0,0.25,0,4.5,0,0,Organic,100,0,7,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_33DxdnY12fnyJYV,USA,Pacific,Fruitful.Rim,CA,California,6079,San.Luis.Obispo,75,0,10,40,20,0,5,NA,NA,NA,NA,NA,0,20,0,0,Organic,100,0,75,Specialty,1,1,3,3,4,2,3,4,1,1,0,0,0,0,0,0
R_33gvgCzcHdpqECf,USA,Appalachian,Southern.Seaboard,VA,Virgina,51075,Goochland,16,0,4,3,0,9,0,NA,NA,NA,NA,NA,0,16,0,0,Organic,25,75,16,Specialty,1,1,1,3,1,1,2,4,1,1,1,0,1,1,0,0
R_33gzpbaNRgzSKit,USA,Pacific,Fruitful.Rim,CA,California,6037,Los.Angeles,0,8,NA,NA,NA,NA,NA,0,0,0,0,0,0,2,0,6,Organic,100,0,8,Specialty,1,2,2,1,1,1,3,4,1,0,0,1,1,1,0,0
R_33ms8Y67z2UUxzP,USA,Pacific,Fruitful.Rim,CA,California,6097,Sonoma,0,3,NA,NA,NA,NA,NA,2.5,0,0,0,0.5,0,0,0,3,Organic,100,0,3,Specialty,1,1,1,1,1,1,3,4,1,1,1,1,1,1,0,0
R_33pCbQNnsXJEhw3,USA,Northeast,Northern.Crescent,NY,New.York,36031,Essex,134,0,1,132,0,0,1,NA,NA,NA,NA,NA,0.5,0,0,0,Conventional,100,0,134,Specialty,1,3,1,1,1,2,3,1,1,0,1,1,1,0,0,1
R_33xseayTDxOMt4M,USA,Northeast,Northern.Crescent,ME,Maine,23005,Cumberland,14,6,3,7,0,3,1,1,0,0,5,0,0,20,0,0,Organic,25,75,20,Specialty,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,0
R_3CJe540v1F451Mx,USA,Northeast,Northern.Crescent,PA,Pennsylvania,42017,Bucks,0,30,NA,NA,NA,NA,NA,15,0,10,0,5,0,30,0,0,Organic,100,0,30,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_3DipcdXtypUbq3x,USA,Pacific,Fruitful.Rim,CA,California,6083,Santa.Barbara,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,Organic,100,0,1,Specialty,3,3,3,1,4,3,3,4,0,0,0,1,0,0,0,0
R_3dKfs9OtuX2We5n,USA,Lake.States,Northern.Crescent,MI,Michigan,26123,Newaygo,200,0,150,8,NA,20,5,NA,NA,NA,NA,NA,0,200,0,0,Organic,50,50,200,Mixed,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1
R_3dR4VAVSWoPlToj,USA,Pacific,Fruitful.Rim,CA,California,6055,Napa,100,0,50,0,50,0,0,NA,NA,NA,NA,NA,25,25,0,0,Split,100,0,100,Specialty,1,3,3,1,4,2,3,1,1,0,0,1,0,0,0,1
R_3dVXG2Uxdr9JLfY,USA,Northeast,Northern.Crescent,ME,Maine,23001,Androscoggin,500,10,160,270,0,70,0,10,0,0,0,0,0,270,0,0,Organic,26,74,510,Mixed,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1
R_3e2f51FNFstQKgH,USA,Mountain,Basin.and.Range,MT,Montana,30047,Lake,20,0,19,0,0,0,0,NA,NA,NA,NA,NA,0,20,0,0,Organic,100,0,20,Mixed,1,1,1,3,1,1,1,4,1,1,1,0,1,1,1,0
R_3e4dL5FAaJ5n4BA,USA,Mountain,Prairie.Gateway,NM,New.Mexico,35047,San.Miguel,1,4,1,0,0,0,0,2,0,2,0,0,0,5,0,0,Organic,100,0,5,Mixed,3,1,3,1,1,3,3,1,0,1,0,1,1,0,0,1
R_3EAMKyU7dhHWIaD,USA,Northeast,Northern.Crescent,NY,New.York,36061,New.York,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,Organic,100,0,1,Mixed,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
R_3efXmaiGeonhGkG,USA,Corn.Belt,Northern.Crescent,OH,Ohio,39153,Summit,9.97,0,0.5,8.9,0.5,0,0.07,NA,NA,NA,NA,NA,0,1,0,0,Organic,100,0,9.97,Specialty,1,1,1,3,1,1,3,1,1,1,1,0,1,1,0,1
R_3EgUoBUwQinkW01,USA,Pacific,Basin.and.Range,CA,California,6017,El.Dorado,125,0,25,100,0,0,0,NA,NA,NA,NA,NA,0,0,0,25,Organic,98,2,125,Specialty,1,2,1,1,2,1,3,1,1,0,1,1,0,1,0,1
R_3ekPl2c4LWYnj2s,USA,Lake.States,Northern.Crescent,MI,Michigan,26123,Newaygo,300,60,200,20,0,78,2,60,0,0,0,0,0,0,0,360,Organic,80,20,360,Mixed,1,1,1,1,1,3,3,1,1,1,1,1,1,0,0,1
R_3ekrC1bMHmC0H6C,USA,Pacific,Basin.and.Range,OR,Oregon,41017,Deschutes,8000,0,1800,6195,0,0,5,NA,NA,NA,NA,NA,250,1550,0,0,Split,25,75,8000,Mixed,1,1,3,3,1,2,3,4,1,1,0,0,1,0,0,0
R_3elsQeIAyodnxDk,USA,Pacific,Fruitful.Rim,CA,California,6079,San.Luis.Obispo,1.75,0,0.5,0,0,0,0.25,NA,NA,NA,NA,NA,0,0,0,0.5,Organic,100,0,1.75,Specialty,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,0
R_3enrIlFEv5XujLs,USA,Northeast,Northern.Crescent,PA,Pennsylvania,42081,Lycoming,0,112,NA,NA,NA,NA,NA,3,50,8,50,1,0,6,0,0,Organic,10,90,112,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_3Ep9i7rZH6dgdD3,USA,Northeast,Northern.Crescent,NY,New.York,36123,Yates,220,0,75,100,10,25,10,NA,NA,NA,NA,NA,0,75,0,0,Organic,100,0,220,Mixed,1,3,3,1,4,1,1,1,1,0,0,1,0,1,1,1
R_3EQmAUfRm6eESEl,USA,Lake.States,Northern.Crescent,MI,Michigan,26161,Washtenaw,5,32,NA,0,5,0,0,25,0,7,0,0,0,0,0,32,Organic,100,0,37,Specialty,1,1,3,1,1,1,3,1,1,1,0,1,1,1,0,1
R_3eqUSJAGv85WQRQ,USA,Northeast,Northern.Crescent,NY,New.York,36021,Columbia,0,73,NA,NA,NA,NA,NA,50,10,13,0,NA,0,73,0,0,Organic,100,0,73,Specialty,NA,NA,3,NA,NA,NA,NA,4,NA,NA,0,NA,NA,NA,NA,0
R_3ereT9Rf7Ar8ruc,USA,Southern.Plains,Prairie.Gateway,TX,Texas,48453,Travis,5,0,2.5,1.5,0.5,0,0.5,NA,NA,NA,NA,NA,0,0,0,5,Organic,95,5,5,Specialty,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA
R_3EXxSORxsnyypDc,USA,Northeast,Northern.Crescent,NH,New.Hampshire,33001,Belknap,100,0,12,87,0,0,1,NA,NA,NA,NA,NA,0,1,0,0,Organic,100,0,100,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_3EY024je7BXZ6mx,USA,Northeast,Northern.Crescent,VT,Vermont,50017,Orange,67,0,14,20,0,33,0,NA,NA,NA,NA,NA,67,0,0,0,Conventional,20,80,67,Specialty,3,3,1,1,4,3,3,1,0,0,1,1,0,0,0,1
R_3fedQ846tuUchEq,USA,Northeast,Northern.Crescent,ME,Maine,23005,Cumberland,1,15,0.75,0,0,0,0.25,4,10,1,0,0,0,5,0,0,Organic,100,0,16,Specialty,1,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1
R_3fIhYEPbDOEZl5p,USA,Corn.Belt,Heartland,IL,Illinois,17017,Cass,187,0,122,9,13,40,3,NA,NA,NA,NA,NA,0,187,0,0,Organic,100,0,187,Mixed,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
R_3fJh7FZsYM7dGWZ,USA,Pacific,Fruitful.Rim,CA,California,6031,Kings,60,35,95,0,0,0,0,35,0,0,0,0,60,35,0,0,Split,100,0,95,Specialty,3,2,3,1,4,1,3,1,0,0,0,1,0,1,0,1
R_3FJPrfXh9019X7l,USA,Lake.States,Northern.Crescent,MI,Michigan,26161,Washtenaw,120,0,70,40,0,0,10,NA,NA,NA,NA,NA,0,120,0,0,Organic,100,0,120,Mixed,1,3,1,1,1,1,3,4,1,0,1,1,1,1,0,0
R_3FPcC7GhKKJdwnm,USA,Northeast,Northern.Crescent,NY,New.York,36073,Orleans,260,0,192,45,21,0,2,NA,NA,NA,NA,NA,111,50,0,0,Split,100,0,260,Mixed,3,3,3,1,1,2,1,1,0,0,0,1,1,0,1,1
R_3fQ279cpzH3CEF3,USA,Northeast,Northern.Crescent,ME,Maine,23007,Franklin,100,0,0.5,82.5,0,14,3,NA,NA,NA,NA,NA,0,0.25,0,0,Organic,100,0,100,Mixed,1,1,1,1,1,1,3,4,1,1,1,1,1,1,0,0
R_3FW2pNPC88VCzFD,USA,Pacific,Fruitful.Rim,CA,California,6033,Lake,10,0,5,0,4,0,1,NA,NA,NA,NA,NA,0,10,0,0,Organic,100,0,10,Specialty,1,2,1,1,2,1,1,1,1,0,1,1,0,1,1,1
R_3GBOIqLGROjFXLq,USA,Northeast,Northern.Crescent,NY,New.York,36053,Madison,350,650,320,0,0,30,0,650,0,0,0,0,1000,0,0,0,Conventional,97,3,1000,Mixed,3,3,3,1,1,1,1,1,0,0,0,1,1,1,1,1
R_3Gd30OwCer8yIHK,USA,Lake.States,Northern.Crescent,MI,Michigan,26003,Alger,160,0,10,40,20,82,8,NA,NA,NA,NA,NA,0,8,0,2,Organic,8,92,160,Mixed,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1
R_3gUijYTwygmTvWj,USA,Pacific,Fruitful.Rim,CA,California,6099,Stanislaus,1000,0,1000,0,0,0,0,NA,NA,NA,NA,NA,1000,0,0,0,Conventional,100,0,1000,Specialty,2,3,1,1,1,3,3,1,0,0,1,1,1,0,0,1
R_3gXjFAwqPcwy5PO,USA,Pacific,Fruitful.Rim,OR,Oregon,41039,Lane,47,0,33,0,0,0,0,NA,NA,NA,NA,NA,0,33,0,0,Organic,100,0,47,Specialty,1,1,2,2,2,1,3,1,1,1,0,0,0,1,0,1
R_3HAI6FOcdtlqxN3,USA,Northeast,Northern.Crescent,NY,New.York,36077,Otsego,12,0,5,7,0,0,0,NA,NA,NA,NA,NA,0,0,0,5,Organic,100,0,12,Mixed,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
R_3hcIuHToZIZ8Ags,USA,Corn.Belt,Heartland,OH,Ohio,39049,Franklin,7,0,3,0,1,2,0,NA,NA,NA,NA,NA,0,0,7,0,Organic,60,40,7,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_3HM8iWNy2mcFtOw,USA,Appalachian,Eastern.Uplands,KY,Kentucky,21239,Woodford,30,0,2,15,3,8,2,NA,NA,NA,NA,NA,0,30,0,0,Organic,100,0,30,Specialty,1,3,1,1,1,1,3,1,1,0,1,1,1,1,0,1
R_3hoMmmrNQjJzXC5,USA,Northeast,Northern.Crescent,NY,New.York,36073,Orleans,45,10,40,0,10,5,0,10,0,0,0,0,40,0,0,0,Conventional,100,0,55,Mixed,1,1,3,2,1,1,1,1,1,1,0,0,1,1,1,1
R_3hrRVI4wZ5sk8zP,USA,Northeast,Northern.Crescent,VT,Vermont,50027,Windsor,102,0,20,74,0,5,3,NA,NA,NA,NA,NA,15,0,0,0.05,Split,90,10,102,Mixed,1,3,1,3,3,3,3,4,1,0,1,0,0,0,0,0
R_3ht35uZwhOvlrBS,USA,Pacific,Basin.and.Range,CA,California,6093,Siskiyou,19.4,0,14,0,4.5,0,0.9,NA,NA,NA,NA,NA,0,19.4,0,0,Organic,100,0,19.4,Specialty,1,3,3,1,1,1,1,4,1,0,0,1,1,1,1,0
R_3HuJ3j8ludsLjqZ,USA,Appalachian,Eastern.Uplands,VA,Virgina,51077,Grayson,36,0,2,33,0,0,1,NA,NA,NA,NA,NA,0,0,0,2,Organic,100,0,36,Specialty,1,1,1,1,1,1,3,3,1,1,1,1,1,1,0,0
R_3Hvkdgy5nQv4xaG,USA,Pacific,Fruitful.Rim,WA,Washington,53061,Snohomish,10,6,4,1,3,0,2,6,0,0,0,0,0,0,0,10,Organic,100,0,16,Specialty,1,1,1,3,1,1,3,4,1,1,1,0,1,1,0,0
R_3hz2jYGl1Zzs80D,USA,Northeast,Northern.Crescent,NY,New.York,36115,Washington,86,0,45,17,12,11,1,NA,NA,NA,NA,NA,30,0,0,15,Split,90,10,86,Mixed,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,0
R_3HzUcfPZrOJ0cfS,USA,Mountain,Fruitful.Rim,ID,Idaho,16011,Bingham,2.6,0,0.25,0,0,0,0.25,NA,NA,NA,NA,NA,0,0.25,0,0,Organic,100,0,2.6,Specialty,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,0
